,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
6952,3024720,Yes,2.0,0,E2,19.28,0.0,-16.17,Yes,No,Male,Direct,7,BFSI,Noida,34,Joined
6953,3024822,Yes,21.189619305179946,30,E1,42.86,42.86,0.0,No,No,Female,Direct,4,CORP,Noida,28,Joined
6955,3028223,No,14.0,30,E1,75.68,62.16,-7.69,No,No,Male,Employee Referral,3,AXON,Hyderabad,27,Joined
6956,3028519,No,0.0,30,E1,52.58,52.58,0.0,No,No,Male,Direct,3,CSMP,Noida,25,Joined
6957,3029326,No,27.0,90,E1,32.23,32.23,0.0,No,No,Male,Employee Referral,4,AXON,Noida,29,Joined
6958,3029342,Yes,21.0,45,E1,29.15,24.54,-3.57,No,No,Male,Agency,3,CSMP,Hyderabad,25,Joined
6960,3029482,Yes,21.189619305179946,30,E1,35.14,32.43,-2.0,No,No,Female,Agency,3,CORP,Noida,26,Joined
6961,3029523,No,38.0,30,E2,53.85,46.15,-5.0,No,No,Male,Direct,6,CSMP,Noida,30,Joined
6962,3029587,No,5.0,30,E1,41.83766269635767,4.17,-2.0789156941299427,No,No,Male,Direct,3,BFSI,Chennai,28,Not Joined
6963,3029626,Yes,0.0,45,E1,7.69,7.69,0.0,No,No,Male,Direct,1,BFSI,Mumbai,26,Joined
6966,3029749,Yes,45.0,90,E1,62.16,62.16,0.0,No,No,Male,Direct,3,ERS,Chennai,32,Joined
6967,3029774,No,21.189619305179946,60,E1,83.33,48.33,-19.09,No,No,Male,Direct,2,ETS,Noida,27,Not Joined
6968,3029799,No,4.0,90,E2,50.0,37.5,-8.33,No,No,Male,Direct,6,INFRA,Noida,30,Not Joined
6969,3029800,No,0.0,30,E2,50.0,43.75,-4.17,No,No,Male,Direct,3,INFRA,Gurgaon,25,Not Joined
6970,3029827,No,8.0,30,E1,7.14,7.14,0.0,No,No,Male,Agency,7,ERS,Chennai,32,Not Joined
6971,3029829,Yes,28.0,30,E2,40.0,30.0,-7.14,No,No,Male,Direct,7,EAS,Bangalore,30,Not Joined
6972,3029841,No,41.0,30,E1,35.87,35.87,0.0,No,Yes,Male,Agency,4,ERS,Chennai,35,Joined
6973,3029846,No,2.0,90,E1,83.33,48.33,-19.09,No,No,Male,Direct,2,ETS,Noida,27,Joined
6975,3029855,No,21.189619305179946,30,E2,45.21,30.69,-10.0,No,No,Male,Employee Referral,9,BFSI,Bangalore,32,Not Joined
6977,3029987,Yes,11.0,30,E2,32.35,32.35,0.0,No,No,Male,Direct,5,INFRA,Noida,34,Joined
6978,3030017,No,28.0,30,E1,31.25,18.75,-9.52,No,No,Male,Agency,2,ERS,Chennai,26,Joined
6980,3030028,No,21.189619305179946,45,E1,42.86,21.43,-15.0,No,No,Male,Agency,2,ERS,Chennai,26,Not Joined
6982,3030036,Yes,30.0,30,E2,42.86,42.86,0.0,Yes,Yes,Male,Direct,4,INFRA,Bangalore,29,Joined
6983,3030038,Yes,30.0,60,E1,56.25,32.81,-15.0,No,No,Male,Agency,2,ERS,Chennai,24,Joined
6984,3030041,No,4.0,30,E1,50.0,25.0,-16.67,No,No,Male,Agency,2,ERS,Chennai,25,Joined
6986,3030053,Yes,7.0,30,E1,11.11,-5.56,-15.0,No,No,Male,Agency,1,ERS,Chennai,25,Joined
6988,3030070,Yes,3.0,60,E1,30.43,19.57,-8.33,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined
6990,3030077,Yes,25.0,45,E1,18.42,11.84,-5.56,No,No,Male,Agency,1,ERS,Chennai,24,Joined
6991,3030083,Yes,39.0,90,E1,21.74,8.7,-10.71,No,No,Male,Agency,2,ERS,Chennai,25,Not Joined
6992,3030091,No,11.0,30,E1,16.67,18.33,1.43,No,No,Male,Agency,1,ERS,Chennai,24,Joined
6993,3030100,No,28.0,30,E1,59.09,72.73,8.57,No,No,Male,Agency,2,ERS,Chennai,25,Joined
6998,3030144,No,0.0,60,E1,77.6,77.6,0.0,No,Yes,Male,Agency,4,CSMP,Noida,27,Joined
7000,3030148,No,11.0,30,E1,55.56,38.89,-10.71,No,No,Male,Agency,1,ERS,Chennai,24,Joined
7001,3030159,No,21.0,30,E1,0.0,0.0,0.0,No,No,Male,Agency,2,ERS,Chennai,23,Joined
7002,3030173,No,13.0,30,E1,42.86,42.86,0.0,No,No,Male,Agency,1,ERS,Chennai,23,Joined
7003,3030178,Yes,6.0,60,E1,76.47,76.47,0.0,No,No,Female,Agency,3,ETS,Bangalore,25,Joined
7004,3030185,Yes,17.0,60,E1,69.01,54.93,-8.33,No,No,Female,Agency,3,CSMP,Hyderabad,26,Not Joined
7005,3030194,Yes,44.0,30,E1,22.73,36.36,11.11,No,No,Male,Agency,2,ERS,Chennai,24,Joined
7007,3030226,Yes,12.0,45,E1,79.56,65.75,-7.69,No,No,Male,Agency,2,ETS,Bangalore,24,Joined
7009,3030247,No,1.0,30,E1,0.0,4.17,4.17,No,No,Male,Agency,1,ERS,Chennai,24,Not Joined
7010,3030251,Yes,6.0,60,E1,53.66,46.57,-4.62,No,No,Male,Agency,3,ETS,Bangalore,26,Not Joined
7012,3030280,Yes,6.0,30,E1,3.85,15.38,11.11,No,No,Male,Agency,2,ERS,Chennai,26,Not Joined
7013,3030282,Yes,37.0,60,E1,35.42,25.0,-7.69,No,No,Female,Agency,3,ETS,Bangalore,26,Joined
7015,3030306,No,21.189619305179946,30,E1,30.43,32.17,1.33,No,No,Male,Agency,7,ETS,Bangalore,33,Not Joined
7017,3030359,No,21.189619305179946,30,E1,62.5,37.5,-15.38,No,No,Male,Agency,2,CSMP,Hyderabad,27,Not Joined
7018,3030365,Yes,31.0,45,E1,62.5,37.5,-15.38,No,No,Female,Agency,2,CSMP,Hyderabad,30,Joined
7019,3030408,Yes,4.0,90,E2,21.79,25.0,2.63,No,No,Male,Direct,5,CSMP,Hyderabad,28,Not Joined
7021,3030424,Yes,18.0,60,E1,54.19,43.17,-7.14,No,No,Male,Agency,4,BFSI,Bangalore,28,Not Joined
7022,3030432,No,10.0,30,E1,38.46,42.31,2.78,No,No,Male,Employee Referral,3,INFRA,Noida,25,Joined
7024,3030458,No,0.0,60,E2,32.45,32.45,0.0,No,No,Male,Agency,3,INFRA,Noida,31,Joined
7025,3030522,No,2.0,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,INFRA,Noida,28,Joined
7027,3030734,Yes,32.0,30,E2,25.0,25.0,0.0,No,No,Male,Direct,6,Healthcare,Chennai,30,Joined
7028,3030834,No,0.0,30,E3,30.0,40.0,7.69,No,No,Male,Employee Referral,5,INFRA,Chennai,29,Joined
7029,3030999,No,4.0,30,E2,32.35,32.35,0.0,No,No,Male,Direct,6,Healthcare,Chennai,29,Joined
7033,3032110,No,8.0,90,E1,66.67,43.33,-14.0,No,No,Female,Employee Referral,2,BFSI,Chennai,26,Joined
7034,3033246,No,35.0,30,E1,32.65,32.65,0.0,No,No,Female,Employee Referral,4,BFSI,Bangalore,27,Joined
7035,3033542,Yes,13.0,30,E1,40.75,40.75,0.0,No,No,Male,Employee Referral,3,INFRA,Mumbai,32,Joined
7037,3033639,No,13.0,30,E1,14.81,9.26,-4.84,No,No,Male,Agency,3,CSMP,Hyderabad,27,Joined
7038,3033706,No,48.0,30,E1,55.17,27.59,-17.78,No,No,Male,Agency,5,BFSI,Chennai,26,Joined
7039,3033767,No,4.0,30,E2,22.22,22.22,0.0,No,No,Male,Agency,6,ETS,Bangalore,35,Not Joined
7040,3033782,Yes,21.0,30,E1,19.05,19.05,0.0,No,No,Male,Agency,5,ETS,Bangalore,27,Joined
7043,3033820,No,35.0,60,E1,76.47,61.76,-8.33,Yes,Yes,Male,Agency,2,ERS,Chennai,27,Joined
7044,3033830,No,1.0,30,E2,2.94,-4.41,-7.14,No,No,Male,Employee Referral,6,CSMP,Noida,29,Joined
7046,3034058,Yes,30.0,30,E1,14.29,7.14,-6.25,No,No,Female,Agency,5,ETS,Bangalore,30,Joined
7047,3034072,No,21.189619305179946,30,E1,41.39,41.39,0.0,No,No,Male,Direct,4,BFSI,Chennai,26,Not Joined
7050,3034099,No,10.0,60,E1,82.81,71.88,-5.98,No,No,Female,Direct,3,ETS,Bangalore,26,Not Joined
7051,3034146,No,21.189619305179946,60,E2,39.09,24.45,-10.53,No,No,Male,Agency,6,CORP,Noida,29,Not Joined
7055,3034229,No,0.0,30,E1,15.38,3.85,-10.0,No,No,Male,Employee Referral,1,INFRA,Noida,27,Joined
7056,3034255,No,21.189619305179946,90,E1,65.82,58.16,-4.62,No,No,Male,Employee Referral,2,ETS,Noida,26,Not Joined
7057,3034256,No,4.0,60,E2,29.31,29.31,0.0,No,No,Female,Direct,7,BFSI,Chennai,30,Joined
7058,3034263,No,10.0,30,E1,75.68,54.05,-12.31,No,No,Male,Direct,3,BFSI,Chennai,26,Joined
7059,3034341,No,42.0,60,E1,59.52,54.76,-2.99,No,No,Male,Agency,4,BFSI,Chennai,26,Not Joined
7060,3034408,No,0.0,30,E3,11.11,-7.41,-16.67,No,No,Male,Direct,8,INFRA,Noida,35,Joined
7061,3034412,No,34.0,30,E1,42.86,25.0,-12.5,No,No,Male,Employee Referral,4,BFSI,Gurgaon,28,Joined
7062,3034426,No,0.0,30,E3,27.37,27.37,0.0,No,No,Male,Employee Referral,8,INFRA,Noida,34,Joined
7063,3034448,No,21.189619305179946,30,E1,30.77,15.38,-11.76,No,No,Female,Direct,3,EAS,Chennai,28,Not Joined
7065,3034505,Yes,51.0,30,E1,45.45,22.73,-15.63,No,No,Male,Direct,4,EAS,Chennai,25,Joined
7066,3034521,No,4.0,30,E1,30.77,30.77,0.0,No,No,Male,Direct,5,EAS,Noida,28,Joined
7068,3034547,No,21.189619305179946,30,E1,30.77,15.38,-11.76,No,No,Male,Direct,3,EAS,Chennai,26,Not Joined
7071,3034762,Yes,2.0,30,E2,57.14,42.86,-9.09,No,No,Female,Agency,3,INFRA,Noida,26,Joined
7072,3034825,No,1.0,60,E1,54.55,36.36,-11.76,No,No,Male,Direct,4,EAS,Chennai,26,Joined
7077,3034953,No,6.0,60,E1,58.54,41.46,-10.77,No,No,Male,Employee Referral,3,BFSI,Chennai,24,Not Joined
7078,3035007,Yes,27.0,30,E1,50.0,37.5,-8.33,No,Yes,Male,Employee Referral,3,ERS,Chennai,27,Joined
7079,3035009,No,10.0,30,E1,42.86,34.52,-5.83,No,No,Male,Employee Referral,4,ETS,Noida,28,Joined
7083,3035740,No,2.0,45,E1,41.83766269635767,34.85,-2.0789156941299427,No,No,Male,Employee Referral,3,BFSI,Chennai,27,Not Joined
7084,3036163,No,20.0,60,E2,33.33,33.33,0.0,No,No,Male,Employee Referral,5,BFSI,Chennai,30,Joined
7085,3037140,Yes,10.0,60,E2,29.87,40.69,8.33,No,No,Male,Agency,4,INFRA,Noida,27,Joined
7087,3037172,Yes,34.0,30,E1,37.5,11.25,-19.09,No,No,Male,Agency,3,ERS,Chennai,28,Not Joined
7089,3037190,Yes,16.0,0,E2,59.28,50.43,-5.56,No,No,Female,Employee Referral,9,ERS,Chennai,36,Joined
7090,3037252,Yes,9.0,30,E2,25.0,15.18,-7.86,No,No,Female,Direct,6,ERS,Chennai,30,Joined
7091,3037265,No,41.0,30,E1,41.83766269635767,51.11,-2.0789156941299427,No,No,Female,Direct,3,BFSI,Chennai,25,Not Joined
7092,3037275,Yes,23.0,30,E2,16.67,14.44,-1.9,No,No,Male,Agency,8,ERS,Chennai,33,Joined
7094,3037320,No,21.189619305179946,60,E2,33.33,11.11,-16.67,No,No,Male,Direct,6,AXON,Bangalore,28,Not Joined
7097,3037434,No,21.189619305179946,90,E2,22.22,15.56,-5.45,No,No,Male,Direct,5,AXON,Bangalore,31,Not Joined
7099,3037740,No,30.0,30,E1,33.33,11.11,-16.67,No,No,Male,Agency,3,BFSI,Chennai,27,Joined
7100,3037745,No,1.0,30,E1,12.9,12.9,0.0,No,No,Male,Agency,3,BFSI,Chennai,24,Joined
7102,3038540,No,21.189619305179946,30,E2,39.82,13.19,-19.05,No,No,Female,Direct,7,INFRA,Chennai,29,Not Joined
7103,3038578,No,38.0,30,E1,76.47,74.02,-1.39,No,No,Male,Direct,2,CSMP,Chennai,24,Joined
7105,3040121,No,25.0,30,E1,50.0,44.0,-4.0,No,No,Male,Direct,6,AXON,Bangalore,37,Joined
7106,3040135,Yes,7.0,30,E2,22.22,11.11,-9.09,No,No,Male,Direct,6,AXON,Bangalore,35,Not Joined
7107,3040136,Yes,45.0,45,E1,55.44,45.08,-6.67,No,Yes,Male,Agency,3,ERS,Chennai,28,Joined
7108,3040143,No,1.0,30,E1,40.0,20.0,-14.29,No,No,Female,Direct,4,AXON,Bangalore,27,Joined
7109,3040150,No,7.0,30,E1,85.71,64.29,-11.54,No,No,Male,Direct,3,AXON,Chennai,27,Joined
7111,3040178,Yes,12.0,30,E3,21.43,17.86,-2.94,No,No,Male,Direct,9,AXON,Chennai,33,Joined
7112,3040182,No,2.0,30,E1,2.34,3.8,1.43,No,No,Male,Agency,2,CSMP,Chennai,28,Joined
7115,3040202,No,6.0,90,E2,43.75,31.25,-8.7,No,No,Male,Direct,6,AXON,Bangalore,27,Not Joined
7116,3040205,No,4.0,60,E1,51.16,27.91,-15.38,No,No,Female,Agency,6,BFSI,Chennai,28,Joined
7117,3040213,No,8.0,30,E2,50.0,43.75,-4.17,No,No,Male,Direct,7,AXON,Chennai,39,Joined
7118,3040214,No,0.0,30,E2,29.41,27.06,-1.82,No,No,Male,Direct,5,AXON,Chennai,28,Joined
7119,3040217,No,5.0,30,E1,33.33,33.33,0.0,No,No,Male,Direct,3,BFSI,Bangalore,31,Joined
7120,3040221,No,6.0,90,E1,22.95,22.95,0.0,No,No,Male,Agency,4,BFSI,Chennai,29,Not Joined
7123,3040258,Yes,20.0,60,E1,44.0,24.8,-13.33,No,No,Male,Direct,5,AXON,Chennai,28,Not Joined
7124,3040268,Yes,50.0,90,E3,31.36,23.15,-6.25,No,No,Female,Employee Referral,10,INFRA,Noida,39,Not Joined
7125,3040284,No,1.0,30,E1,9.09,9.09,0.0,No,No,Male,Direct,1,INFRA,Noida,24,Joined
7126,3040288,No,5.0,60,E1,53.85,30.77,-15.0,No,No,Female,Agency,3,BFSI,Chennai,25,Joined
7127,3040300,No,1.0,30,E1,33.33,44.44,8.33,No,No,Male,Direct,1,INFRA,Noida,25,Joined
7130,3040350,No,4.0,60,E1,66.67,66.67,0.0,No,No,Female,Agency,3,BFSI,Chennai,31,Joined
7133,3040412,No,21.189619305179946,30,E1,55.56,44.44,-7.14,No,No,Female,Agency,4,ERS,Chennai,35,Not Joined
7134,3040436,Yes,29.0,30,E2,33.33,31.11,-1.67,No,No,Male,Direct,6,AXON,Chennai,33,Not Joined
7135,3040449,No,8.0,30,E1,60.1,42.86,-10.77,No,No,Male,Direct,3,AXON,Chennai,27,Joined
7136,3040452,Yes,53.0,30,E1,50.0,60.0,6.67,No,No,Female,Direct,3,INFRA,Chennai,23,Joined
7137,3040468,Yes,17.0,30,E1,50.0,65.0,10.0,No,No,Male,Direct,2,INFRA,Chennai,26,Not Joined
7139,3040484,No,21.189619305179946,75,E2,43.86,45.61,1.22,No,No,Male,Agency,5,INFRA,Hyderabad,29,Not Joined
7140,3040487,Yes,1.0,90,E1,70.21,59.57,-6.25,No,No,Female,Direct,3,AXON,Bangalore,27,Not Joined
7141,3040488,Yes,12.0,30,E2,15.79,10.53,-4.55,Yes,Yes,Male,Direct,7,ERS,Chennai,32,Joined
7142,3040491,No,0.0,30,E2,48.93,48.93,0.0,No,No,Male,Direct,6,INFRA,Chennai,36,Joined
7143,3040501,No,12.0,30,E2,25.0,25.0,0.0,No,No,Male,Direct,4,INFRA,Chennai,26,Joined
7149,3040567,No,18.0,30,E2,37.5,50.0,9.09,No,No,Male,Agency,6,ERS,Bangalore,28,Joined
7150,3040575,No,27.0,30,E1,40.0,20.0,-14.29,No,No,Male,Agency,1,ERS,Bangalore,23,Joined
7151,3040579,Yes,42.0,45,E1,81.82,61.36,-11.25,No,No,Male,Agency,2,ERS,Bangalore,25,Joined
7152,3040592,Yes,6.0,45,E1,54.55,36.36,-11.76,No,No,Male,Agency,2,ERS,Bangalore,27,Joined
7153,3040593,No,8.0,30,E1,20.0,20.0,0.0,No,No,Male,Agency,2,ERS,Bangalore,25,Joined
7154,3040599,Yes,6.0,75,E1,60.87,41.3,-12.16,No,No,Male,Direct,2,ERS,Bangalore,26,Not Joined
7156,3040613,No,15.0,45,E1,42.86,54.76,8.33,No,No,Female,Agency,3,ERS,Bangalore,27,Joined
7159,3040625,Yes,10.0,30,E1,66.67,66.67,0.0,No,No,Male,Employee Referral,2,INFRA,Chennai,25,Joined
7162,3040633,Yes,1.0,60,E1,14.58,-6.25,-18.18,No,No,Male,Direct,2,ERS,Chennai,28,Not Joined
7164,3040642,No,6.0,45,E1,48.15,57.41,6.25,No,No,Male,Agency,5,ERS,Bangalore,27,Not Joined
7167,3040653,No,2.0,30,E1,37.25,37.25,0.0,No,No,Male,Agency,3,ERS,Bangalore,28,Joined
7168,3040665,No,18.0,30,E1,50.0,37.5,-8.33,No,No,Male,Direct,4,CSMP,Chennai,27,Joined
7169,3040666,Yes,1.0,30,E2,47.73,47.73,0.0,No,No,Male,Direct,6,AXON,Hyderabad,32,Joined
7170,3040695,Yes,21.189619305179946,30,E3,42.86,42.86,0.0,No,No,Male,Direct,3,CORP,Noida,29,Joined
7171,3040709,Yes,4.0,60,E2,30.0,36.0,4.62,No,No,Male,Agency,6,ERS,Bangalore,26,Joined
7173,3040736,No,5.0,60,E1,30.0,18.0,-9.23,No,No,Male,Direct,3,ERS,Chennai,28,Not Joined
7175,3040766,Yes,3.0,60,E1,48.65,21.62,-18.18,No,No,Male,Direct,3,ERS,Chennai,25,Joined
7178,3040824,No,5.0,30,E1,11.11,11.11,0.0,No,Yes,Male,Direct,3,BFSI,Chennai,29,Joined
7179,3040834,No,31.0,30,E1,42.23,42.23,0.0,No,No,Female,Direct,3,CSMP,Noida,26,Joined
7180,3040870,Yes,2.0,60,E1,50.0,25.0,-16.67,No,No,Male,Direct,4,AXON,Noida,27,Joined
7181,3040940,No,14.0,60,E2,58.73,42.86,-10.0,No,No,Male,Direct,7,BFSI,Chennai,33,Not Joined
7183,3040959,No,31.0,30,E1,54.76,48.81,-3.85,No,No,Male,Direct,4,AXON,Noida,28,Joined
7185,3040986,No,14.0,90,E1,64.84,37.36,-16.67,No,No,Male,Direct,4,AXON,Noida,28,Not Joined
7186,3040998,No,21.189619305179946,90,E1,39.13,26.96,-8.75,No,No,Male,Direct,4,AXON,Noida,27,Not Joined
7187,3041003,Yes,21.189619305179946,90,E1,44.44,38.89,-3.85,No,No,Male,Direct,4,AXON,Noida,28,Not Joined
7188,3041010,Yes,41.0,30,E1,49.34,38.27,-7.41,No,No,Male,Employee Referral,3,CSMP,Chennai,26,Not Joined
7189,3041012,Yes,3.0,0,E3,1.88,1.88,0.0,Yes,No,Male,Employee Referral,7,ETS,Bangalore,33,Joined
7190,3041025,Yes,2.0,60,E2,30.68,25.0,-4.35,No,No,Male,Employee Referral,6,AXON,Noida,29,Joined
7191,3041027,No,24.0,30,E1,71.43,71.43,0.0,No,Yes,Male,Direct,4,BFSI,Bangalore,27,Joined
7192,3041037,No,47.0,60,E1,50.0,45.0,-3.33,No,No,Male,Employee Referral,3,EAS,Chennai,27,Joined
7193,3041041,Yes,8.0,30,E2,27.27,30.91,2.86,No,No,Female,Direct,3,INFRA,Noida,26,Joined
7195,3041074,No,1.0,30,E1,28.57,21.43,-5.56,No,No,Female,Direct,3,INFRA,Mumbai,25,Not Joined
7196,3041090,Yes,24.0,30,E1,38.89,38.89,0.0,No,No,Male,Direct,3,BFSI,Bangalore,27,Joined
7197,3041091,No,6.0,30,E1,8.33,8.33,0.0,No,No,Male,Direct,4,BFSI,Bangalore,31,Joined
7198,3041092,No,26.0,30,E1,8.33,-8.33,-15.38,No,No,Male,Direct,5,BFSI,Bangalore,33,Joined
7199,3041093,Yes,26.0,60,E1,42.52,40.14,-1.67,No,No,Female,Direct,3,BFSI,Bangalore,26,Joined
7200,3041094,Yes,51.0,30,E1,25.0,25.0,0.0,No,No,Male,Direct,3,BFSI,Bangalore,27,Not Joined
7201,3041095,Yes,24.0,30,E1,42.86,42.86,0.0,No,No,Male,Direct,4,BFSI,Bangalore,29,Joined
7202,3041149,Yes,8.0,30,E2,20.74,20.74,0.0,No,No,Male,Direct,5,ERS,Bangalore,31,Joined
7203,3041187,Yes,35.0,30,E2,42.86,42.86,0.0,No,Yes,Male,Direct,4,INFRA,Noida,31,Joined
7204,3041461,Yes,21.189619305179946,60,E5,20.0,7.14,-10.71,No,No,Male,Direct,9,SALES,Noida,30,Not Joined
7205,3041473,Yes,56.0,30,E1,33.33,16.67,-12.5,No,No,Male,Direct,4,ETS,Hyderabad,25,Joined
7206,3041509,Yes,21.189619305179946,60,E1,35.71,14.29,-15.79,Yes,No,Male,Direct,3,ETS,Hyderabad,28,Not Joined
7210,3045559,No,21.189619305179946,30,E1,40.85,40.85,0.0,No,No,Male,Agency,4,ERS,Hyderabad,28,Not Joined
7213,3045710,Yes,26.0,90,E1,33.33,20.0,-10.0,No,No,Male,Agency,8,ERS,Chennai,32,Not Joined
7214,3045779,No,1.0,30,E1,33.33,44.0,8.0,No,No,Male,Direct,1,INFRA,Chennai,23,Joined
7215,3045788,No,2.0,30,E1,77.18,77.18,0.0,No,No,Male,Direct,3,ETS,Noida,25,Joined
7216,3045887,No,5.0,30,E1,30.0,16.67,-10.26,No,No,Male,Direct,4,ETS,Bangalore,27,Joined
7217,3045892,No,21.189619305179946,60,E1,18.75,19.79,0.88,No,No,Female,Agency,3,BFSI,Chennai,29,Not Joined
7219,3045908,No,2.0,90,E2,26.32,18.42,-6.25,No,No,Male,Direct,8,ETS,Chennai,34,Not Joined
7220,3045919,Yes,5.0,30,E2,17.92,6.6,-9.6,Yes,No,Male,Direct,7,ETS,Bangalore,33,Not Joined
7221,3045921,Yes,6.0,30,E2,30.0,40.0,7.69,No,No,Male,Direct,5,INFRA,Bangalore,32,Not Joined
7222,3045938,Yes,11.0,90,E1,25.0,37.5,10.0,No,No,Male,Direct,5,ETS,Bangalore,28,Not Joined
7223,3045945,No,35.0,30,E1,16.67,16.67,0.0,No,No,Male,Agency,3,BFSI,Chennai,27,Joined
7225,3045952,No,10.0,30,E2,31.54,30.87,-0.51,No,No,Female,Agency,9,BFSI,Chennai,33,Not Joined
7227,3045957,Yes,7.0,60,E1,50.0,57.5,5.0,No,No,Female,Direct,3,ETS,Bangalore,32,Joined
7228,3045963,No,32.0,60,E1,35.42,35.42,0.0,No,No,Male,Direct,4,CSMP,Gurgaon,30,Joined
7230,3045981,No,21.189619305179946,60,E1,50.0,47.5,-1.67,No,No,Male,Agency,3,BFSI,Chennai,26,Not Joined
7231,3045990,No,15.0,30,E1,25.0,18.33,-5.33,No,No,Male,Agency,3,BFSI,Chennai,25,Joined
7232,3045997,No,1.0,30,E1,46.67,44.0,-1.82,No,No,Male,Agency,1,INFRA,Noida,23,Joined
7233,3046007,No,21.189619305179946,30,E1,65.85,58.54,-4.41,No,No,Male,Direct,3,ETS,Bangalore,27,Not Joined
7234,3046027,No,7.0,60,E1,47.78,42.86,-3.33,No,No,Male,Direct,4,BFSI,Bangalore,29,Not Joined
7235,3046028,No,21.189619305179946,30,E1,39.53,39.53,0.0,No,No,Female,Direct,3,BFSI,Bangalore,26,Not Joined
7236,3046031,No,0.0,60,E1,41.03,41.03,0.0,No,No,Male,Direct,3,BFSI,Bangalore,31,Joined
7237,3046032,No,20.0,30,E1,28.57,28.57,0.0,No,No,Male,Direct,3,BFSI,Bangalore,26,Joined
7238,3046036,Yes,30.0,30,E3,14.29,14.29,0.0,No,No,Female,Direct,7,INFRA,Noida,34,Not Joined
7240,3046065,Yes,32.0,30,E1,48.81,48.81,0.0,No,No,Male,Direct,3,BFSI,Bangalore,25,Joined
7241,3046067,Yes,39.0,30,E2,46.89,46.89,0.0,No,No,Male,Direct,9,BFSI,Bangalore,33,Joined
7242,3046068,No,21.189619305179946,30,E2,52.54,52.54,0.0,No,No,Male,Direct,8,BFSI,Bangalore,31,Not Joined
7244,3046072,No,21.189619305179946,60,E2,40.35,40.35,0.0,No,No,Male,Direct,7,BFSI,Bangalore,37,Not Joined
7245,3046096,Yes,33.0,30,E2,52.94,52.94,0.0,No,No,Female,Employee Referral,1,INFRA,Noida,24,Joined
7246,3046106,Yes,12.0,30,E1,42.86,57.14,10.0,No,No,Male,Employee Referral,3,ERS,Chennai,26,Joined
7248,3046123,No,1.0,30,E1,25.0,25.0,0.0,No,No,Male,Agency,3,ERS,Chennai,25,Joined
7249,3046141,No,12.0,45,E2,34.23,15.05,-14.29,No,No,Male,Agency,8,ERS,Noida,30,Not Joined
7250,3046160,Yes,5.0,90,E1,61.29,37.77201584732044,-2.0789156941299427,No,No,Female,Agency,2,ERS,Chennai,23,Not Joined
7251,3046168,No,18.0,30,E2,35.29,17.65,-13.04,No,No,Male,Direct,4,INFRA,Chennai,29,Joined
7253,3046193,No,5.0,30,E1,56.25,43.23,-8.33,No,No,Male,Agency,2,ERS,Chennai,24,Not Joined
7255,3046228,Yes,7.0,30,E1,33.33,44.44,8.33,No,No,Male,Direct,3,BFSI,Bangalore,32,Joined
7256,3046229,No,33.0,30,E1,32.35,32.35,0.0,No,No,Male,Direct,3,BFSI,Bangalore,29,Joined
7257,3046230,No,32.0,30,E1,26.32,26.32,0.0,No,No,Male,Direct,3,BFSI,Bangalore,27,Joined
7258,3046231,Yes,3.0,30,E2,35.71,30.95,-3.51,No,No,Male,Direct,4,INFRA,Chennai,28,Joined
7259,3046236,No,30.0,30,E1,13.21,8.49,-4.17,No,No,Male,Employee Referral,7,BFSI,Chennai,30,Joined
7260,3046248,Yes,4.0,30,E1,60.0,60.0,0.0,No,No,Male,Direct,4,ETS,Chennai,28,Joined
7262,3046303,No,7.0,30,E2,35.71,30.95,-3.51,No,No,Male,Direct,5,INFRA,Chennai,30,Joined
7263,3046315,Yes,55.0,30,E1,6.0,12.0,5.66,No,No,Male,Direct,3,BFSI,Bangalore,25,Joined
7264,3046335,Yes,37.0,30,E1,65.29,51.52,-8.33,No,No,Male,Direct,3,BFSI,Bangalore,27,Not Joined
7265,3046348,No,19.0,30,E1,73.33,48.33,-14.42,No,No,Male,Employee Referral,3,ERS,Bangalore,29,Not Joined
7266,3046361,No,3.0,30,E1,66.67,66.67,0.0,No,No,Female,Employee Referral,2,INFRA,Noida,24,Joined
7267,3046369,No,11.0,30,E1,20.0,18.0,-1.67,No,No,Male,Direct,5,CSMP,Noida,27,Joined
7268,3046397,Yes,20.0,30,E2,23.33,33.33,8.11,No,No,Male,Direct,3,INFRA,Chennai,25,Joined
7269,3046411,No,24.0,90,E2,41.18,29.41,-8.33,No,No,Male,Employee Referral,6,AXON,Noida,31,Not Joined
7272,3046483,No,2.0,60,E2,12.5,10.0,-2.22,No,No,Male,Agency,7,ERS,Bangalore,32,Joined
7273,3046490,No,25.0,30,E1,35.42,14.58,-15.38,No,No,Male,Agency,5,BFSI,Bangalore,32,Joined
7274,3046494,No,39.0,45,E1,66.67,48.33,-11.0,No,No,Male,Agency,2,ERS,Bangalore,25,Not Joined
7275,3046529,No,6.0,30,E1,30.0,17.71,-9.46,No,Yes,Male,Direct,4,ETS,Chennai,29,Joined
7276,3046557,No,0.0,30,E2,40.85,31.43,-6.69,No,No,Male,Direct,6,INFRA,Noida,33,Joined
